2019-10-08 16:16:40,627 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: ANDROID_HOME environment variable 
2019-10-08 16:16:40,627 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: ANDROID_SDK_ROOT environment variable 
2019-10-08 16:16:40,627 [entQueue-0]   INFO - .startup.AndroidSdkInitializer - Examined and not found a valid Android SDK path: Last SDK used by Android tools 
2019-10-08 16:16:59,756 [entQueue-0]   INFO - rd.FirstRunWizardFrameProvider - Overriding welcome frame to be resizable 
2019-10-08 16:17:11,457 [d thread 2]   INFO - ellij.project.impl.ProjectImpl - 159 project components initialized in 892 ms 
2019-10-08 16:17:12,199 [d thread 2]   INFO - le.impl.ModuleManagerComponent - 2 module(s) loaded in 731 ms 
2019-10-08 16:17:12,527 [d thread 2]   INFO - j.ide.script.IdeStartupScripts - 0 startup script(s) found 
2019-10-08 16:17:12,609 [entQueue-0]   WARN - j.ui.mac.MacMainFrameDecorator - no url bundle present. 
To use platform protocol handler to open external links specify required protocols in the mac app layout section of the build file
Example: args.urlSchemes = ["your-protocol"] will handle following links: your-protocol://open?file=file&line=line 
2019-10-08 16:17:13,945 [entQueue-0]   INFO - idea.project.IndexingSuspender - Subscribing project 'Project '/Users/irfanhussainbhati/AndroidStudioProjects/MyApplication2' MyApplication2' to indexing suspender events (com.android.tools.idea.project.IndexingSuspender@4caa878d) 
2019-10-08 16:17:14,107 [d thread 1]   INFO - ntellij.internal.IconsLoadTime - IMG load time: ide_startup=62.70ms, average=1.25ms, median=1.07ms; number of icons: 50 
2019-10-08 16:17:14,107 [d thread 1]   INFO - ntellij.internal.IconsLoadTime - SVG load time: ide_startup=350.20ms, average=4.12ms, median=5.23ms; number of icons: 85 
2019-10-08 16:17:14,162 [d thread 1]   INFO - ge.ExternalProjectsDataStorage - Loaded external projects data in 8 millis 
2019-10-08 16:17:14,376 [d thread 1]   INFO - .diagnostic.PerformanceWatcher - Post-startup activities under progress took 325ms; general responsiveness: ok; EDT responsiveness: ok 
2019-10-08 16:17:14,432 [d thread 2]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.intellij.util.indexing.UnindexedFilesUpdater@7e0360ef 
2019-10-08 16:17:14,580 [d thread 2]   INFO - .diagnostic.PerformanceWatcher - Pushing properties took 147ms; general responsiveness: ok; EDT responsiveness: ok 
2019-10-08 16:17:14,610 [entQueue-0]   INFO - ntellij.internal.IconsLoadTime - SVG load time: total=407.02ms, average=4.07ms, median=16.03ms; number of icons: 100 
2019-10-08 16:17:15,155 [entQueue-0]   INFO - tartup.impl.StartupManagerImpl - /Users/irfanhussainbhati/AndroidStudioProjects/MyApplication2/.idea case-sensitivity: expected=false actual=false 
2019-10-08 16:17:15,163 [d thread 5]   INFO - pl.projectlevelman.NewMappings - VCS Root: [] - [<Project>] 
2019-10-08 16:17:15,213 [entQueue-0]   INFO - tor.impl.FileEditorManagerImpl - Project opening took 4669 ms 
2019-10-08 16:17:15,213 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 1960 classes 
2019-10-08 16:17:15,213 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 1648 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 512 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.debugger.streams loaded 129 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 114 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 98 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - CVS loaded 79 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 75 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 60 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 55 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 53 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 51 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.android.tools.ndk loaded 51 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 45 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct.core loaded 43 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.android.tools.apk loaded 39 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 37 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - Coverage loaded 36 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 29 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 28 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - JUnit loaded 27 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct.login loaded 20 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct loaded 16 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.terminal loaded 15 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - TestNG-J loaded 14 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 7 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 6 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 4 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct.testing loaded 4 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.services.firebase loaded 2 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.urlassistant loaded 2 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.cluestick.studioclient loaded 2 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.services loaded 1 classes 
2019-10-08 16:17:15,214 [entQueue-0]   INFO - llij.ide.plugins.PluginManager - com.google.gct.test.recorder loaded 1 classes 
2019-10-08 16:17:26,341 [d thread 2]   INFO - .diagnostic.PerformanceWatcher - Indexable file iteration took 11759ms; general responsiveness: ok; EDT responsiveness: ok 
2019-10-08 16:17:26,358 [d thread 2]   INFO - indexing.UnindexedFilesUpdater - Unindexed files update started: 65913 files to update 
2019-10-08 16:17:52,012 [ice Thread]   INFO - .openapi.util.LowMemoryWatcher - Low memory signal received: afterGc=false 
2019-10-08 16:18:01,871 [Queue Pool]   INFO - ellij.vfs.persistent.FSRecords - Contents:16384 of 192857125, reuses:218 of 104777 for 1498 
2019-10-08 16:18:16,338 [ice Thread]   INFO - .openapi.util.LowMemoryWatcher - Low memory signal received: afterGc=false 
2019-10-08 16:18:41,665 [d thread 2]   INFO - .diagnostic.PerformanceWatcher - Unindexed files update took 75307ms; general responsiveness: ok; EDT responsiveness: ok 
2019-10-08 16:18:41,666 [d thread 2]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: initial refresh 
2019-10-08 16:18:41,667 [d thread 2]   INFO - penapi.project.DumbServiceImpl - Running dumb mode task: com.jetbrains.cidr.lang.symbols.symtable.OCSymbolTablesBuildingActivity$2@6acb1b76 
2019-10-08 16:18:41,677 [d thread 2]   INFO -       #com.jetbrains.cidr.lang - Clearing symbols finished in 7 ms 
2019-10-08 16:18:41,689 [d thread 2]   INFO -       #com.jetbrains.cidr.lang - Building symbols in FAST mode, 0 source files from total 0 project files 
2019-10-08 16:18:42,415 [d thread 2]   INFO -       #com.jetbrains.cidr.lang - Loading symbols finished in 738 ms 
2019-10-08 16:18:42,432 [d thread 2]   INFO -       #com.jetbrains.cidr.lang - Loading Header Maps finished in 14 ms 
2019-10-08 16:18:42,451 [d thread 2]   INFO -       #com.jetbrains.cidr.lang - Loading Module Maps finished in 17 ms 
2019-10-08 16:18:42,453 [d thread 2]   INFO -       #com.jetbrains.cidr.lang - Saving Module Maps finished in 0 ms 
2019-10-08 16:18:42,454 [d thread 2]   INFO -       #com.jetbrains.cidr.lang - Loaded 0 tables for 0 files (0 project files) 
